collectionCode,scientificName,identifiedBy,verbatimIdentification,identificationRemarks,identificationQualifier,identificationReferences,year,month,day,recordedBy,otherCatalogNumbers,countryCode,stateProvince,county,verbatimLocality,verbatimCoordinates,verbatimElevation,habitat,9069,catalogNumber,occurrenceID,basisOfRecord
SANT-Bryo,Zygodon baumgartneri Malta,G.Paz.,Zygodon baumgartneri Malta.,,,,1991,6,7,G.Paz.,,ES,Ma,,Monte Louro (A Coruña),,,Grieta de roca.,,2482-A,SANT:SANT-Bryo:2482-A,HumanObservation
SANT-Bryo,Zygodon viridissimus (Dicks.) Brid.,G.Paz.,Zygodon viridissimus Dicks.,,,,1991,6,7,G.Paz.,130,ES,Gr,,Monte Louro (A Coruña),,,Rocas.,,2483-A,SANT:SANT-Bryo:2483-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,G.Paz.,,,,,1991,6,7,G.Paz.,130,ES,V,,Monte Louro (A Coruña),,,Rocas.,,2484-A,SANT:SANT-Bryo:2484-A,HumanObservation
SANT-Bryo,Tortula laevipila Brid.,G.Paz.,Tortula laevipila var.laevipila,,,,1991,6,7,G.Paz.,130,ES,C,,Monte Louro (A Coruña),,,Rocas.,,2485-A,SANT:SANT-Bryo:2485-A,HumanObservation
SANT-Bryo,Grimmia trichophylla Grev. var. trichophilla,G.Paz.,,,,,1991,6,7,G.Paz.,130,ES,C,,Monte Louro (A Coruña),,,Rocas.,,2485-A,SANT:SANT-Bryo:2485-A,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,G.Paz.,,,,,1991,6,7,G.Paz.,130,ES,Lu,,Monte Louro (A Coruña),,,Rocas.,,2486-A,SANT:SANT-Bryo:2486-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Corda var. ulvula Nees,J. Reinoso.,Metzgeria furcata (L.) Dum. var. ulvula Nees.,,cf.,,1982,3,14,M. Smyth.,,ES,Lu,,Campus Sur (Santiago),,,Tronco de Quercus robur.,,2487-A,SANT:SANT-Bryo:2487-A,HumanObservation
SANT-Bryo,Anthoceros dichotomus Raddi,M. Smyth.,Anthoceros dichotomus Raddi.,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2488-A,SANT:SANT-Bryo:2488-A,HumanObservation
SANT-Bryo,Fissidens viridulus (Sw.) Wahlenb.,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2489-A,SANT:SANT-Bryo:2489-A,HumanObservation
SANT-Bryo,Tortula sp.,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2490-A,SANT:SANT-Bryo:2490-A,HumanObservation
SANT-Bryo,Bryum canariense Brid.,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2491-A,SANT:SANT-Bryo:2491-A,HumanObservation
SANT-Bryo,Riccia macrocarpa Levier,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2492-A,SANT:SANT-Bryo:2492-A,HumanObservation
SANT-Bryo,Lunularia cruciata (L.) Lindb.,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2493-A,SANT:SANT-Bryo:2493-A,HumanObservation
SANT-Bryo,Fossombronia sp.,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2494-A,SANT:SANT-Bryo:2494-A,HumanObservation
SANT-Bryo,Trichostomum brachydontium Bruch,M. Smyth.,,,,,1982,2,10,M. Smyth.,77,ES,Lu,,Parque de la Alameda (Santiago),,,Talud.,,2495-A,SANT:SANT-Bryo:2495-A,HumanObservation
SANT-Bryo,Tortula papillosa Wilson,J. Reinoso.,Tortula papillosa Wills.,,,,1983,5,7,M. Smyth.,17,ES,Lu,,Campus Sur (Santiago),,,Tronco de Acacia,,2496-A,SANT:SANT-Bryo:2496-A,HumanObservation
SANT-Bryo,Lunularia cruciata (L.) Dumort. ex Lindb.,M. Smyth.,Lunularia cruciata (L.) Dum.,,,,1982,2,5,M. Smyth.,54,ES,Lu,,Calle del Pisón (santiago),,,Roca con tierra,,2497-A,SANT:SANT-Bryo:2497-A,HumanObservation
SANT-Bryo,Fossombronia sp.,M. Smyth.,,,,,1982,2,5,M. Smyth.,54,ES,Lu,,Calle del Pisón (santiago),,,Roca con tierra,,2498-A,SANT:SANT-Bryo:2498-A,HumanObservation
SANT-Bryo,Targionia hypophylla L.,M. Smyth.,,,,,1982,2,5,M. Smyth.,54,ES,Lu,,Calle del Pisón (santiago),,,Roca con tierra,,2499-A,SANT:SANT-Bryo:2499-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. Smyth.,,,,,1982,2,5,M. Smyth.,54,ES,Lu,,Calle del Pisón (santiago),,,Roca con tierra,,2500-A,SANT:SANT-Bryo:2500-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,M. Smyth.,,,,,1982,2,5,M. Smyth.,54,ES,Lu,,Calle del Pisón (santiago),,,Roca con tierra,,2501-A,SANT:SANT-Bryo:2501-A,HumanObservation
SANT-Bryo,Lophocolea bidentata (L.) Dumort.,M. Smyth.,,,,,1982,2,5,M. Smyth.,54,ES,Lu,,Calle del Pisón (santiago),,,Roca con tierra,,2502-A,SANT:SANT-Bryo:2502-A,HumanObservation
SANT-Bryo,Cololejeunea minutissima (Sm.) Schiffn.,M. Smyth.,,,,,,,,M. Smyth.,61,ES,Lu,,Robleda de S. Lorenzo (Santiago),,,Sobre Eucalyptus globulus.,,2503-A,SANT:SANT-Bryo:2503-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,M. Smyth.,,,,,,,,M. Smyth.,61,ES,Lu,,Robleda de S. Lorenzo (Santiago),,,Sobre Eucalyptus globulus.,,2504-A,SANT:SANT-Bryo:2504-A,HumanObservation
SANT-Bryo,Orthotrichum sp.,M. Smyth.,,,,,,,,M. Smyth.,61,ES,Lu,,Robleda de S. Lorenzo (Santiago),,,Sobre Eucalyptus globulus.,,2505-A,SANT:SANT-Bryo:2505-A,HumanObservation
SANT-Bryo,Orthotrichum diaphanum Schrad. ex Brid.,M. Smyth.,,,,,,,,M. Smyth.,61,ES,Lu,,Robleda de S. Lorenzo (Santiago),,,Sobre Eucalyptus globulus.,,2506-A,SANT:SANT-Bryo:2506-A,HumanObservation
SANT-Bryo,Hypnum sp.,M. Smyth.,,,,,,,,M. Smyth.,61,ES,C,,Robleda de S. Lorenzo (Santiago),,,Sobre Eucalyptus globulus.,,2507-A,SANT:SANT-Bryo:2507-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Corda,M. Smyth.,,,,,,,,M. Smyth.,61,ES,C,,Robleda de S. Lorenzo (Santiago),,,Sobre Eucalyptus globulus.,,2508-A,SANT:SANT-Bryo:2508-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Corda,M. Smyth.,Metzgeria furcata (L.) Dum.,,cf.,,1982,7,,M. Smyth.,62,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2509-A,SANT:SANT-Bryo:2509-A,HumanObservation
SANT-Bryo,Orthotrichum diaphanum Schrad. ex Brid.,M. Smyth.,Orthotrichum diaphanum,,,,1982,7,,M. Smyth.,62,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2510-A,SANT:SANT-Bryo:2510-A,HumanObservation
SANT-Bryo,Rhynchostegium murale (Hedw.) Schimp.,M. Smyth.,Rhynchostegium murale (Hedw.) BSG.,,,,1982,3,,M. Smyth.,63,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2511-A,SANT:SANT-Bryo:2511-A,HumanObservation
SANT-Bryo,Eurhynchium praelongum (Hedw.) Schimp.,M. Smyth.,Eurhynchium praelongum (Hedw.) BSG.,,,,1982,2,,M. Smyth.,64,ES,C,,Campus Sur (Santiago),,,Muro de piedra.,,2512-A,SANT:SANT-Bryo:2512-A,HumanObservation
SANT-Bryo,Trichostomum brachydontium Bruch,M. Smyth.,Trichostomum brachydontium Bruch.,,,,1982,4,,M. Smyth.,65,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2513-A,SANT:SANT-Bryo:2513-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,M. Smyth.,,,,,1982,4,,M. Smyth.,65,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2514-A,SANT:SANT-Bryo:2514-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. Smyth.,,,,,1982,4,,M. Smyth.,65,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2515-A,SANT:SANT-Bryo:2515-A,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. Smyth.,,,,,1982,4,,M. Smyth.,65,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2516-A,SANT:SANT-Bryo:2516-A,HumanObservation
SANT-Bryo,Bryum sp.,M. Smyth.,,,,,1982,4,,M. Smyth.,65,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2517-A,SANT:SANT-Bryo:2517-A,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,M. Smyth.,,,,,1982,3,,M. Smyth.,66,ES,C,,Robleda de S. Lorenzo (Santiago),,,Tronco de Quercus robur.,,2518-A,SANT:SANT-Bryo:2518-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,M. Smyth.,Frullania dilatata (L.) Dum.,,,,1982,2,,M. Smyth.,68,ES,C,,Robleda de S. Lorenzo (Santiago),,,Sobre eucalipto,,2519-A,SANT:SANT-Bryo:2519-A,HumanObservation
SANT-Bryo,Hypnum cupressiforme Hedw.,M.Smyth,Hypnum cupressiforme,,,,1982,2,,M. Smyth.,68,ES,C,,Robleda de S. Lorenzo (Santiago),,,Sobre eucalipto,,2520-A,SANT:SANT-Bryo:2520-A,HumanObservation
SANT-Bryo,Ulota sp.,M.Smyth,,,,,1982,2,,M. Smyth.,68,ES,C,,Robleda de S. Lorenzo (Santiago),,,Sobre eucalipto,,2521-A,SANT:SANT-Bryo:2521-A,HumanObservation
SANT-Bryo,Orthotrichum diaphanum Schrad. ex Brid.,M. Smyth.,Orthotrichum diaphanum Brid.,,,,1982,5,,M. Smyth.,69,ES,C,,Campus Sur (Santiago),,,Muro de piedra.,,2522-A,SANT:SANT-Bryo:2522-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Dumort.,M. Smyth.,Metzgeria furcata,,,,1982,5,,M. Smyth.,69,ES,C,,Campus Sur (Santiago),,,Muro de piedra.,,2523-A,SANT:SANT-Bryo:2523-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,M. Smyth.,Frullania dilatata,,,,1982,5,,M. Smyth.,69,ES,Hu,,Campus Sur (Santiago),,,Muro de piedra.,,2524-A,SANT:SANT-Bryo:2524-A,HumanObservation
SANT-Bryo,Orthotrichum lyellii Hook. & Taylor,M. Smyth.,Orthotrichum lyellii Hook.,,,,1982,3,,M. Smyth.,71,ES,Hu,,Parque de la Herradura (Santiago),,,Sobre Aesculus hyppocastanum.,,2524-A,SANT:SANT-Bryo:2524-A,HumanObservation
SANT-Bryo,Grimmia pulvinata (Hedw.) Sm.,M. Smyth.,,,,,1982,2,,M. Smyth.,72,ES,Na,,Campus Sur (Santiago),,,Muro de contención.,,2525-A,SANT:SANT-Bryo:2525-A,HumanObservation
SANT-Bryo,Bryum sp.,M. Smyth.,,,,,1982,2,,M. Smyth.,72,ES,Na,,Campus Sur (Santiago),,,Muro de contención.,,2525-A,SANT:SANT-Bryo:2525-A,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. Smyth.,Tortula muralis,,,,1982,2,,M. Smyth.,72,ES,Hu,,Campus Sur (Santiago),,,Muro de contención.,,2526-A,SANT:SANT-Bryo:2526-A,HumanObservation
SANT-Bryo,Barbula sp.,M. Smyth.,,,,,1982,2,,M. Smyth.,72,ES,Hu,,Campus Sur (Santiago),,,Muro de contención.,,2526-A,SANT:SANT-Bryo:2526-A,HumanObservation
SANT-Bryo,Homalothecium sericeum (Hedw.) Schimp.,M. Smyth.,Homalothecium sericeum (Hedw.) BSG.,,,,1982,5,,M. Smyth.,74,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2527-A,SANT:SANT-Bryo:2527-A,HumanObservation
SANT-Bryo,Zygodon sp.,M. Smyth.,,,,,1982,5,,M. Smyth.,74,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2527-B,SANT:SANT-Bryo:2527-B,HumanObservation
SANT-Bryo,Barbula cylindrica (Taylor) Schimp.,M. Smyth.,,,,,1982,5,,M. Smyth.,74,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2527-C,SANT:SANT-Bryo:2527-C,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. Smyth.,,,,,1982,5,,M. Smyth.,74,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2527-D,SANT:SANT-Bryo:2527-D,HumanObservation
SANT-Bryo,Riccia glauca L.,M. Smyht.,,,,,1982,2,,M. Smyht.,75,ES,C,,Calle del Pombal (Santiago),,,Muro de piedra.,,2527-E,SANT:SANT-Bryo:2527-E,HumanObservation
SANT-Bryo,Bryum uliginosum (Brid.) Bruch & Schimp.,M. Smyht.,,,,,1982,2,,M. Smyht.,75,ES,C,,Calle del Pombal (Santiago),,,Muro de piedra.,,2527-F,SANT:SANT-Bryo:2527-F,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. Smyht.,,,,,1982,2,,M. Smyht.,75,ES,A,,Calle del Pombal (Santiago),,,Muro de piedra.,,2528-A,SANT:SANT-Bryo:2528-A,HumanObservation
SANT-Bryo,Tortula marginata (Bruch & Schimp.) Spruce,M. Smyht.,,,,,1982,2,,M. Smyht.,75,ES,A,,Calle del Pombal (Santiago),,,Muro de piedra.,,2528-A,SANT:SANT-Bryo:2528-A,HumanObservation
SANT-Bryo,Fossombronia sp.,M. Smyht.,,,,,1982,2,,M. Smyht.,75,ES,M,,Calle del Pombal (Santiago),,,Muro de piedra.,,2529-A,SANT:SANT-Bryo:2529-A,HumanObservation
SANT-Bryo,Neckera pumila Hedw.,M. Smyht.,,,,,1982,3,,M. Smyth.,77,ES,M,,Campus Sur (Santiago),,,Sobre Acacia melanoxylon,,2529-A,SANT:SANT-Bryo:2529-A,HumanObservation
SANT-Bryo,Homalothecium sericeum (Hedw.) Schimp.,M. Smyht.,Homalothecium sericeum,,,,1982,3,,M. Smyth.,77,ES,To,,Campus Sur (Santiago),,,Sobre Acacia melanoxylon,,2530-A,SANT:SANT-Bryo:2530-A,HumanObservation
SANT-Bryo,Metzgeria furcata (L.) Dumort.,M. Smyht.,Metzgeria furcata,,,,1982,3,,M. Smyth.,77,ES,To,,Campus Sur (Santiago),,,Sobre Acacia melanoxylon,,2530-A,SANT:SANT-Bryo:2530-A,HumanObservation
SANT-Bryo,Frullania dilatata (L.) Dumort.,M. Smyht.,Frullania dilatata,,,,1982,3,,M. Smyth.,77,ES,M,,Campus Sur (Santiago),,,Sobre Acacia melanoxylon.,,2531-A,SANT:SANT-Bryo:2531-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. Smyht.,Bryum capillare,,,,1982,3,,M. Smyth.,77,ES,M,,Campus Sur (Santiago),,,Sobre Acacia melanoxylon.,,2531-A,SANT:SANT-Bryo:2531-A,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. Smyth.,,,,,1982,1,,M. Smyth.,79 y 521,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2532-A,SANT:SANT-Bryo:2532-A,HumanObservation
SANT-Bryo,Trichostomum crispulum Bruch,M. Smyth.,,,,,1982,1,,M. Smyth.,79 y 521,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2532-A,SANT:SANT-Bryo:2532-A,HumanObservation
SANT-Bryo,Barbula cylindrica (Taylor) Schimp.,M. Smyth.,,,,,1982,1,,M. Smyth.,79 y 521,ES,C,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2533-A,SANT:SANT-Bryo:2533-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. Smyth.,,,,,1982,1,,M. Smyth.,97 y 521,ES,nan,,Parque de la Herradura (Santiago),,,Muro de piedra.,,2533-A,SANT:SANT-Bryo:2533-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw.,M. Smyth.,,,,,1982,2,,M. Smyth.,81,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2534-A,SANT:SANT-Bryo:2534-A,HumanObservation
SANT-Bryo,Brachythecium rutabulum (Hedw.) Schimp.,M. Smyth.,,,,,1982,2,,M. Smyth.,81,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2534-A,SANT:SANT-Bryo:2534-A,HumanObservation
SANT-Bryo,Barbula cylindrica (Taylor) Schimp.,M. Smyth.,,,,,1982,2,,M. Smyth.,81,ES,Gr,,Parque de la Herradura (Santiago),,,Muro de contención.,,2535-A,SANT:SANT-Bryo:2535-A,HumanObservation
SANT-Bryo,Tortula muralis Hedw.,M. Smyth.,,,,,1982,2,,M. Smyth.,81,ES,nan,,Parque de la Herradura (Santiago),,,Muro de contención.,,2535-A,SANT:SANT-Bryo:2535-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. Smyth.,,,,,1982,2,,M. Smyth.,81,ES,Gr,,Parque de la Herradura (Santiago),,,Muro de contención.,,2536-A,SANT:SANT-Bryo:2536-A,HumanObservation
SANT-Bryo,Bryum argenteum Hedw.,M. Smyth.,,,,,1982,2,,M. Smyth.,83,ES,nan,,Parque de la Herradura (Santiago),,,Sobre tierra.,,2536-A,SANT:SANT-Bryo:2536-A,HumanObservation
SANT-Bryo,Pottia truncata (Hedw.) Bruch & Schimp.,M. Smyth.,,,,,1982,2,,M. Smyth.,83,ES,Gr,,Parque de la Herradura (Santiago),,,Sobre tierra.,,2537-A,SANT:SANT-Bryo:2537-A,HumanObservation
SANT-Bryo,Bryum bicolor Dicks.,M. Smyth.,,,,,1982,2,,M. Smyth.,83,ES,nan,,Parque de la Herradura (Santiago),,,Sobre tierra.,,2537-A,SANT:SANT-Bryo:2537-A,HumanObservation
SANT-Bryo,Bryum capillare L.,M. Smyth.,,,,,1982,2,,M. Smyth.,83,ES,SS,,Parque de la Herradura (Santiago),,,Sobre tierra.,,2538-A,SANT:SANT-Bryo:2538-A,HumanObservation
SANT-Bryo,Riccia glauca L.,M. Smyth.,,,,,1982,2,,M. Smyth.,83,ES,nan,,Parque de la Herradura (Santiago),,,Sobre tierra.,,2538-A,SANT:SANT-Bryo:2538-A,HumanObservation
SANT-Bryo,Pogonatum aloides (Hedw.) P.Beauv.,M. Smyth.,Pogonatum aloides (Hedw.) P. Beauv.,,,,1982,3,,M. Smyth.,,ES,Ab,,Robleda de S. Lorenzo (Santiago),,,Talud.,,2539-A,SANT:SANT-Bryo:2539-A,HumanObservation
SANT-Bryo,Eurhynchium praelongum (Hedw.) Schimp. var. stokesii (Turner) Dixon,M. Smyth.,Eurhynchium praelongum Hedw. var. stokesii Turn.,,,,1982,5,19,M. Smyth.,266,ES,Lu,,Campus Sur (Santiago),,,Sobre Cryptomeria japonica.,,2540-A,SANT:SANT-Bryo:2540-A,HumanObservation
SANT-Bryo,Pterogonium gracile (Hedw.) Sm.,M. Smyth.,,,,,1982,5,19,M. Smyth.,271,ES,Gr,,Robleda de S. Lorenzo (Santiago),,,Muro de piedra.,,2541-A,SANT:SANT-Bryo:2541-A,HumanObservation
SANT-Bryo,Lunularia cruciata (L.) Lindb.,M. Smyth.,,,,,1982,5,19,M. Smyth.,271,ES,nan,,Robleda de S. Lorenzo (Santiago),,,Muro de piedra.,,2541-A,SANT:SANT-Bryo:2541-A,HumanObservation
SANT-Bryo,Targionia hypophylla L.,M. Smyth.,,,,,1982,5,19,M. Smyth.,271,ES,Bi,,Robleda de S. Lorenzo (Santiago),,,Muro de piedra.,,2542-A,SANT:SANT-Bryo:2542-A,HumanObservation
SANT-Bryo,Radula complanata (L.) Dumort.,M. Smyth.,,,,,1982,5,19,M. Smyth.,271,ES,C,,Robleda de S. Lorenzo (Santiago),,,Muro de piedra.,,2543-A,SANT:SANT-Bryo:2543-A,HumanObservation
SANT-Bryo,Lejeunea cavifolia (Ehrh.) Lindb.,M. Smyth.,,,,,1982,5,19,M. Smyth.,271,ES,Te,,Robleda de S. Lorenzo (Santiago),,,Muro de piedra.,,2544-A,SANT:SANT-Bryo:2544-A,HumanObservation
SANT-Bryo,Porella obtusata (Taylor) Trevis.,M. Smyth.,Madotheca thuja auct.,,,,1982,5,19,M. Smyth.,271,ES,nan,,Robleda de S. Lorenzo (Santiago),,,Muro de piedra.,,2544-A,SANT:SANT-Bryo:2544-A,HumanObservation
SANT-Bryo,Bryum capillare Hedw.,M. Smyth.,,,,,1982,6,,M. Smyth.,89,ES,C,,Parque de la Herradura (Santiago),,,Muro de contención.,,2545-A,SANT:SANT-Bryo:2545-A,HumanObservation
SANT-Bryo,Bryum sp.,M. Smyth.,,,,,1982,6,,M. Smyth.,89,ES,Na,,Parque de la Herradura (Santiago),,,Muro de contención.,,2546-A,SANT:SANT-Bryo:2546-A,HumanObservation
SANT-Bryo,Encalypta vulgaris Hedw.,M. Smyth.,,,,,1982,6,,M. Smyth.,89,ES,Na,,Parque de la Herradura (Santiago),,,Muro de contención.,,2547-A,SANT:SANT-Bryo:2547-A,HumanObservation
SANT-Bryo,Porella platyphylla (L.) Pfeiff.,J. Reinoso.,,,,,1984,9,29,J. Reinoso.,,ES,O,,Valle del río Cruzul (Lugo).,29TPH54,,"Talud, calizas.",,2548-A,SANT:SANT-Bryo:2548-A,HumanObservation
SANT-Bryo,Barbula convoluta Hedw. subsp. commutata (Jur.) Boulay,J. Reinoso.,Barbula convoluta (Hedw.) ssp. commutata Jur.,,,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,"Talud, calizas.",,2549-A,SANT:SANT-Bryo:2549-A,HumanObservation
SANT-Bryo,Barbilophozia barbata (Schreb.) Loeske,J. Reinoso.,Barbilophozia barbata (Schmid.) Loeske.,,cf.,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Talud. Calizas.,,2549-B,SANT:SANT-Bryo:2549-B,HumanObservation
SANT-Bryo,Gymnostomum aeruginosum Sm.,J. Reinoso.,,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo),,,"Talud, calizas.",,2550-A,SANT:SANT-Bryo:2550-A,HumanObservation
SANT-Bryo,Neckera complanata (Hedw.) Huebener,J. Reinoso.,Neckera complanata (Hedw.) Hüb.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,"Suelo, calizas.",,2551-A,SANT:SANT-Bryo:2551-A,HumanObservation
SANT-Bryo,Neckera complanata (Hedw.) Huebener,J. Reinoso.,Neckera complanata (Hedw.) Hüb.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo),,,"Suelo, calizas.",,2552-A,SANT:SANT-Bryo:2552-A,HumanObservation
SANT-Bryo,Eurhynchium praelongum (Hedw.) Schimp.,J. Reinoso.,Eurhynchium praelongum Hedw.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo),,,Suelo.,,2553-A,SANT:SANT-Bryo:2553-A,HumanObservation
SANT-Bryo,Homalothecium lutescens (Hedw.) H.Rob.,J.Guerra,,vidit,,,1984,9,29,J. Reinoso.,,ES,To,,Valle del río Cruzul (Lugo),,,Talud.,,2554-A,SANT:SANT-Bryo:2554-A,HumanObservation
SANT-Bryo,"Frullania fragilifolia (Taylor) Gottsche, Lindenb. & Nees",J. Reinoso.,Frullania fragilifolia (Tayl.) Gott.,,,,1984,9,,J. Reinoso.,,ES,nan,,Valle del río Cruzul (Lugo).,29TPH54,,Cortezas de encina.,,2554-A,SANT:SANT-Bryo:2554-A,HumanObservation
SANT-Bryo,Thamnobryum alopecurum (Hedw.) Nieuwl. ex Gangulee,J. Reinoso.,Thamnobryum alopecurum (Hedw.) Nieuwl.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,"Talud, calizas.",,2555-A,SANT:SANT-Bryo:2555-A,HumanObservation
SANT-Bryo,Cinclidotus mucronatus (Brid.) Guim.,J. Reinoso.,Cinclidotus mucronatus (Brid.) Mach.,,cf.,,1984,9,,J. Reinoso.,,ES,Lu,,Valle del río Cruzul (Lugo).,29TPH54,,Calizas en un talud.,,2556-A,SANT:SANT-Bryo:2556-A,HumanObservation
SANT-Bryo,Ctenidium molluscum (Hedw.) Mitt.,J. Reinoso.,,,,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Calizas.,,2557-A,SANT:SANT-Bryo:2557-A,HumanObservation
SANT-Bryo,Pellia endiviifolia (Dicks.) Dumort.,J. Reinoso.,Pellia endiviifolia (Dicks.) Dum.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Calizas en un talud.,,2557-B,SANT:SANT-Bryo:2557-B,HumanObservation
SANT-Bryo,Fissidens taxifolius Hedw.,J. Reinoso.,,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Calizas en un talud.,,2557-C,SANT:SANT-Bryo:2557-C,HumanObservation
SANT-Bryo,Barbula convoluta Hedw. subsp. commutata (Jur.) Boulay,J. Reinoso.,Barbula convoluta Hedw. ssp. commutata Jur.,,,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Calizas.,,2557-D,SANT:SANT-Bryo:2557-D,HumanObservation
SANT-Bryo,Neckera complanata (Hedw.) Huebener,J. Reinoso.,Neckera complanata (Hedw.) Hüb.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Suelo sobre calizas.,,2557-E,SANT:SANT-Bryo:2557-E,HumanObservation
SANT-Bryo,Pellia endiviifolia (Dicks.) Dumort.,J. Reinoso.,Pellia endiviifolia (Dicks.) Dum.,,,,1984,9,29,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Talud sobre calizas.,,2557-F,SANT:SANT-Bryo:2557-F,HumanObservation
SANT-Bryo,Ctenidium molluscum (Hedw.) Mitt.,J. Reinoso.,,,,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,"Suelo, sobre calizas.",,2557-G,SANT:SANT-Bryo:2557-G,HumanObservation
SANT-Bryo,Anomodon viticulosus (Hedw.) Hook. & Taylor,J. Reinoso.,Anomodon viticulosus (Hedw.) Hook.,,,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Suelo.,,2558-A,SANT:SANT-Bryo:2558-A,HumanObservation
SANT-Bryo,Anomodon viticulosus (Hedw.) Hook. & Taylor,J. Reinoso.,Anomodon viticulosus (Hedw.) Mitt.,,cf.,,1984,9,,J. Reinoso.,,ES,C,,Valle del río Cruzul (Lugo).,29TPH54,,Suelo.,,2559-A,SANT:SANT-Bryo:2559-A,HumanObservation
